"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 16 23:14:24 ART 2024","Tue Jul 16 23:14:37 ART 2024","12678","","MoreValidations.spec.js","","","","Popup validations",""
